Sentence,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Label
business needs art tells stories needs fb,0,1,0,0,1,1,1,0,pos
dirtbagg equality chance equally bad sit com,1,0,1,1,1,1,1,1,neg
rt lizgannes told quite likely ellen pao testify afternoon starting,0,0,0,0,0,0,0,0,neg
also lgbt folks oppose state sanctioned discrimination let cocacola homedepot delta ga know step,1,0,1,1,0,1,0,0,neg
atlanta one queerest cities country bills allowing lgbt discrimination must scary everyone,1,0,1,1,0,1,0,0,neg
feels like something right world name carolyn time asked fave comics burnett brilliant,0,2,0,0,1,0,0,1,pos
canada lucky cbc picked baroness von sketch show one brilliant comics seen carolyn taylor fb,0,1,0,0,2,0,1,2,pos
sheckygreen album enchanted cover display purposes,0,0,0,0,1,0,0,2,pos
best way know someone speak group people quickness tell,0,0,0,0,0,0,1,0,pos
tanehisicoates long way go huge percentage homeless suicidal teens queer housing employment street safety,2,2,2,2,0,2,0,0,neg
tanehisicoates yep lgbt movement completely intertwined w movements took suffrage civil rights wave feminism,0,0,0,0,0,0,0,0,neg
last prince related tweet via jessewashington also heads anildash seen bb pic,0,0,0,0,0,0,0,1,pos
rt lsblakk think tech take homelessness housing crisis new office buildings sf homelessnes,0,0,0,0,0,0,0,0,neg
ruthannharnisch thrilling see footage many admire name thanks funding,0,1,0,0,1,0,1,1,pos
saw beautiful angry tonight love women worked could much inc harnischfound ruthannharnisch,1,0,1,0,2,0,0,0,neg
used flywheel nice safe feeling regulated cab,1,1,1,1,2,1,1,2,pos
everyone make decade without glasses day water bottle,0,0,0,0,0,0,0,0,neg
leigh justin look tweet,0,0,0,0,0,0,0,0,neg
incredibly grateful college education chance play hockey come us level debt today insane,1,0,0,1,0,1,1,1,neg
interesting thing tavitulle said ronnaandbeverly plan going college seems smart,0,1,0,0,0,0,0,0,pos
hmmm searching someone name twitter used show mentioned takes user profiles,0,0,0,0,0,0,0,1,pos
get pope tapping toe sf opera house sites albino mind fb,1,1,0,1,1,1,1,1,pos
ddukes like finished lacrosse practice young,0,1,0,0,1,0,1,0,pos
finally watched sweet smell sucess great movie closer silicon valley social network imo,1,3,2,0,2,0,2,2,pos
documentally,0,0,0,0,0,0,0,0,neg
rt peterbeinart donnabrazile paulbegala aipac aipac defends israel right hold millions w basic rights west bank right,0,0,0,0,0,0,0,1,pos
rt sonykapoor hey bibi speak american jews amp americans want war iran full page ad nyt http,0,0,0,1,0,0,0,0,neg
rt artemis ff thing women yet learn nobody gives power take roseanne barr therealroseanne http,0,0,0,0,0,0,0,0,neg
ubiquity thanks bit like lightness,0,0,0,0,0,0,0,0,neg
ubiquity question remains bmw vintage,0,0,1,1,0,0,0,1,neg
ubiquity let know see one lots streets bay area,0,0,0,0,0,0,0,0,neg
ubiquity ha kept thick thin years east coast storing keep eyes another,0,0,0,0,0,0,0,0,neg
ubiquity someone likes honda four,0,0,0,0,0,0,0,0,neg
ubiquity thanks sharing latest morningjewshow wark acker vintage bmw recommend,0,0,0,0,0,0,0,1,pos
mulegirl headspace best emotionally savvy designed apps services found meditation,0,0,0,0,1,0,0,1,pos
stealthissingul thanks ru discussion,0,0,0,0,0,0,0,0,neg
ibogost yep really good fun,0,2,0,0,2,0,1,1,pos
ibogost laurakipnis prefer culture works emotional skills mental health early law suits,0,0,0,0,0,0,0,2,pos
ibogost laurakipnis lover pith hunk piece finds refuge complicated reality emotional landscape,0,1,0,0,1,0,0,2,pos
ibogost laurakipnis school sued even get grievance board yes lots olds freeze afraid uncertain,2,1,2,2,0,1,1,1,neg
ibogost laurakipnis reviewer lots cases decades ago yale sexual harassment grievance board always probs,1,1,1,0,0,1,0,0,neg
ibogost laurakipnis surprised campuses went dating approach bc liab ages ineffectively dealing w problem,0,0,0,1,0,1,1,0,neg
ibogost laurakipnis kipnis thinks students today like answer problem,0,0,0,1,0,1,0,0,neg
second umairh recommendation please read matthewstoller twitter essay recent stream small biz destruction greece,1,0,0,0,0,0,0,0,neg
rt umairh strongly rec read matthewstoller weekend tweet storms agree one serious thinkers politi,0,0,0,0,0,0,0,0,neg
rt matthewstoller basic shape requests words get rid corruption wipe civic secto,1,0,1,0,0,0,0,0,neg
rt melissapierce think white men board unconscious bias think lazy stupid karaswisher,1,2,0,0,1,0,0,1,pos
ani difranco judy garland lesbians era lesbians met next morningjewshow ep fb,0,0,0,0,0,0,0,0,neg
know like try network business w vc founder met inappropriate sexual crap watching ellen pao case,1,1,2,1,0,2,0,0,neg
brainpickings never forget wonderful hands sounds like affair flirtation,0,0,0,0,1,0,1,1,pos
losertakesall llama wearing gold dress llama showy,0,0,0,0,0,0,0,0,neg
pretty sure us could go war show upper right news headlines facebook unless kardashian involved,0,1,0,1,1,0,0,2,pos
r bl rd llamawatch,0,0,0,0,0,0,0,0,neg
r bl rd arrange llamas winamp,0,0,0,0,0,0,0,0,neg
response get netneutrality question rt paulschreiber heathr four million comments,0,0,0,0,0,0,0,0,neg
fcc ruled net utility phew surprised relieved someone explain corruption get,0,0,1,0,0,0,1,1,pos
mattthomas please,0,0,0,0,0,0,0,0,neg
thinking jimmy fallon goes home tapings puts joni mitchell blue nin takes sylvia plath,0,0,0,0,0,1,0,0,neg
dearsarah moral gtd,1,0,0,0,0,0,0,1,neg
chrisgeidner bring bowers anymore cc ellenpapadakis,0,0,0,0,0,0,0,0,neg
winning joy discrete purity cannot replaced anything else bart giamatti fb,0,1,1,0,2,1,2,1,pos
rt yokymatsuoka time nest incredible amazing team excited join flock twitter vp technology,0,2,0,0,1,0,1,3,pos
elonjames love see gay men get involved feminist organizing problem asking asked straight folks marriage,0,1,0,1,2,1,0,1,pos
elonjames got impression impulse course say meant said critiqued,0,0,0,0,0,0,0,0,neg
elonjames speaker gets men love women romantically say whole sentence coherent probs,1,1,1,1,1,1,0,0,neg
elonjames seems someone starts women men love women gay people impulse say gay people bc,0,0,0,0,1,0,0,0,pos
elonjames yeah talking read start dismissing critiques trying follow,0,1,0,0,0,0,0,0,pos
elonjames lgbt rights subset feminist movement civil rights fighting discrimination based restricting gender swimmamum,2,0,1,1,0,1,0,0,neg
elonjames begining sentence women men love women gay people,1,1,1,1,1,1,0,0,neg
elonjames read mention gay people way inclusive saying women men love women swimmamum,0,0,0,0,1,0,0,0,pos
noakushner lululemon story disturbing bikrams guess anything people look salvation attracts opportunists,0,1,0,0,1,0,1,1,pos
dougmcgray calsunday pretty come packaged breakfast nook indirect ray sunshine,0,1,0,0,2,0,0,1,pos
mallelis always tell sports bar dudes fuck someone talk feelings get back,0,0,0,0,0,0,0,0,neg
rt om mobile accounts youtube watch time overall views jpmorgan mobile stats goog http co lz,0,4,0,1,0,0,0,1,pos
rt iyanlavanzant love simple make hard trappings expectations demands,0,0,0,0,1,0,0,0,pos
michellequinn ooh get spare day tempted join live tweeting pao v kpcb would blast,1,0,0,1,0,0,1,0,neg
fast click short attention web ie facebook buzzfeed driven capital investor demand much tech,1,0,0,0,0,0,0,0,neg
quince find answer hamentaschsen question,0,0,0,0,0,0,0,0,neg
rt jenashtep http co ctuezz u p,0,0,0,0,0,0,0,0,neg
rt ibogost heathr anildash two unicode char wide aggregates made original race modifier,0,0,0,0,0,0,0,0,neg
anildash maybe change iphone contacts icon still desktop dude phone ios gender,0,0,0,1,0,0,0,0,neg
anildash bad news look like female equivalents hope wrong emoji osx,1,1,1,1,1,1,1,1,neg
tomcoates thanks convo,0,0,0,0,0,0,0,0,neg
tomcoates relying inequality many kinds esp immigrant labour unpaid work,2,0,0,2,0,2,0,0,neg
tomcoates subversive challenging harder time finding public footing bc systemically whole thing,1,2,0,0,0,0,1,1,pos
tomcoates like wag fingers middle east without looking mirror think economic issues way,0,0,0,0,0,0,0,0,neg
tomcoates races sexualities need focus wage equality need badly true disgrace us,1,0,1,0,1,2,0,1,neg
tomcoates listening entire comments context movie poor women single mums elderly women,0,0,0,0,0,0,0,0,neg
tomcoates numbers insane people mostly privilege sense looking pattyarquette tweets,1,0,0,1,0,0,0,0,neg
tomcoates women rights gotten separated degree think debate pretty alive tech hollywood stuff,0,2,0,0,2,0,0,2,pos
tomcoates recent popular focus political success makes sense course separate everything perfectly,0,1,0,0,1,0,0,0,pos
tomcoates huh hear solved say easily read though seems accurate,0,0,0,0,0,0,0,1,pos
tomcoates tomcoates genders got lot,0,0,0,0,0,0,0,0,neg
tomcoates lesbian bi womens issues routinely given short shirft various reasons including face way fewer us,0,0,1,0,0,1,0,0,neg
tomcoates historically difficulty organizing way round beginning never ending acronym happened bc,1,0,0,1,0,1,0,0,neg
tomcoates disagree,1,0,0,0,0,0,0,0,neg
tomcoates going generous im open critiques,0,0,0,0,1,0,0,1,pos
tomcoates larger point wage equality continued wd gay movement wo feminism think separated,0,0,1,0,1,0,1,2,pos
tomcoates end day kind moment give chance public learning also hope,0,2,0,0,2,0,2,2,pos
tomcoates phrase began women american includes women colours lesbians trans women anyone ids woman,0,0,0,0,0,0,0,0,neg
tomcoates yeah problem agree w critique sure,0,0,0,1,0,1,0,0,neg
tomcoates queer struggles gender struggles,0,0,0,0,0,0,0,0,neg
tomcoates queer beef w statement oddly sounds like kind alternative kobe beef,0,0,0,0,1,0,0,2,pos
larger call equal rights amedment wageequality women hope picked worked,0,1,1,0,1,0,2,2,pos
addressing race wage inequality feed mean critiqued means sure,1,0,0,1,0,1,0,0,neg
neither intent said women america men love women gay people pattyarquette,0,0,0,0,1,0,0,0,pos
yeah critique made stuff get lgbt beef far see patriciaarquette,0,0,0,0,0,0,0,0,neg
twitter short write full watch speech arquette intent looks inclusive gay men inclusive,0,1,0,1,0,0,0,0,neg
rt billdixonish really bad place musical culture super surprised pop stars sing songs,2,2,1,1,2,3,3,2,pos
yayfiona thx tip,0,0,0,0,0,0,0,0,neg
thought average movie job breakdown days rt nelson waxpancake boy smurfs girl smurf reality grim,1,2,2,1,0,1,0,0,neg
katelosse thing post willing print op ed woman responding wadhwa,0,0,0,0,0,0,0,0,neg
rt desusnice african american sniper would great sequel solve ton problems next years oscars,0,1,0,0,0,0,0,0,pos
rt brendohare saw neil patrick harris suitcase bit oscars knew wanted comedy biggest comed,0,0,0,0,0,0,0,0,neg
era night good people fb,0,1,0,0,1,0,1,1,pos
skeskali jbrotherlove webinista look statement presume give shit abt anyone look like,1,0,1,0,0,0,0,1,neg
skeskali jbrotherlove webinista one cd look call intersectionality men kinds work equal pay wmn,0,1,0,0,1,0,0,1,pos
skeskali jbrotherlove webinista woman colours need deserve gender equality worked many movements,1,1,0,0,1,0,0,2,pos
skeskali jbrotherlove webinista know sister trans right think language sloppy generous reading wd,0,0,1,0,1,0,0,1,pos
unexpectedly political oscars still managed amazing amount obvious closeting domestic abuse presenters fb kthalps,1,0,1,1,0,1,1,1,neg
travolta wig gonna get beards fb,0,0,0,0,0,0,0,0,neg
rt lauren galik think said criminal justice system oscars obama state union address,1,0,1,1,0,0,0,2,neg
rt julieklausner travolta wearing chain bottom using connect scrotum weight belt,1,1,1,2,1,2,1,1,neg
rt followernodad want maria bamford host oscars,0,0,0,0,0,0,0,0,neg
rt walterkirn hollywood proved tonight racist attempting prove far many times theoscars,0,0,0,0,0,0,0,0,neg
rt hemjhaveri people losing shit patricia arquette saying women deserve equal rights like low rig,3,1,1,0,0,1,0,1,neg
harold ramis thanks ashley glad wrong nothisisashley heathr last year,0,1,0,0,1,0,0,0,pos
rt kathygriffin john travolta stop hugging people someone going get caught necklace,0,0,1,0,0,0,0,0,neg
rt kimmasters barclaysaul kimmasters harold ramis either,0,0,0,0,0,0,0,0,neg
rt phoenix atl wow wtf u going acknowledge joan rivers academyawards shadeattheoscars http co lz kdd c,0,0,0,0,0,0,0,0,neg
rt poniewozik would love hear joan rivers routine getting left memoriam reel,0,0,0,0,1,0,0,1,pos
rt dearsarah actuallynph st oscars host consistently amp comedically sexually objectify men amp rather focusing,0,0,0,0,0,0,0,0,neg
rt timfederle taylor negronactor http co r eslpckq,0,0,0,0,0,0,0,0,neg
caissie directed rabbittest totally wrong,0,0,0,0,0,0,0,0,neg
rt puddinstrip taylor negron cut memoriam make room neil patrick harris underwear bit oscars,0,0,0,0,0,0,0,0,neg
rt realleadelaria elaine stritch montage wtf,0,0,0,0,0,0,0,0,neg
rt mashable pattyarquette another award speech http co bqgjczkgx,0,1,0,0,1,0,1,1,pos
rt melsil women film business know work insanely sexist industry takes serious guts call,0,0,0,0,0,0,0,0,neg
rt ryanghinds heathr look talking serial mom muppet take manhattan wtf,0,1,0,0,0,0,0,0,pos
rt motokorich pattyarquette called clean water around world,0,0,0,0,1,0,0,1,pos
rt mmflint god bless patricia arquette great actor brilliant citizen admiration millions much love,0,3,0,1,5,0,0,4,pos
rt biancaconsunji fuck yeah patricia arquette,0,0,0,0,0,0,0,0,neg
rt officialjld yup pattyarquette,0,0,0,0,0,0,0,0,neg
rt cd clifford gotta trend pattyarquette instead patriciaarquette give love straight,0,0,0,0,1,0,0,0,pos
rt pattonoswalt patricia caused streep jlo voltron doomed oscars,0,0,0,1,0,1,0,0,neg
rt markennis carried http co tmnbc lsg,0,0,0,0,0,0,0,0,neg
mulegirl gif goes right default screens,0,0,1,1,0,1,0,0,neg
rt mulegirl ok patricia arquette brought globes level madness meryl streep right gif use slac,1,0,0,1,0,0,0,1,neg
rt annehelen quite articulate much patricia arquette speech meant effectively amp concisely use platform,0,0,0,0,0,0,0,0,neg
rt rgay love meryl jumped ride die,0,0,0,1,1,1,0,0,neg
rt jsmooth love patricia love speech wonder anonymous oscar voter thought patricia speech also stirring,0,1,0,0,2,0,0,0,pos
rt smrtgrls screaming screen pattyarquette speech incredible could imagined wageequality,1,0,1,1,0,0,0,0,neg
alicetiara tomcoates victoriaastacey disagree w guys one great character unfinished script weakest lasseter backed film,1,0,0,0,0,0,0,0,neg
tiffanyshlain meshugenah equal pay enough ppact pattyarquette oscars,0,1,0,0,1,0,0,1,pos
rt tiffanyshlain cried speech ppact pattyarquette time wage equality equal rights women america,0,1,0,0,1,0,0,1,pos
rt emmaladyrose patricia arquette swooped oscars like sexism fighting vigilante,1,0,0,0,0,0,0,0,neg
rt thesamhita know better patricia demanding equal wages women meryl reaction oscars,0,0,0,0,1,0,0,0,pos
f x thank,0,0,0,0,0,0,0,0,neg
rt bookbrats gifed http co sfamqkwgbw,0,0,0,0,0,0,0,0,neg
big hero crappy unfinished movie deserve sure marketed best oscars fb,1,2,0,0,1,0,1,2,pos
rt rgay accept oscar equal rights women equal pay comfortable bras,0,1,0,0,1,0,0,1,pos
rebeccaodes fuck yeah hair week messy ponytails,0,0,1,0,0,0,0,0,neg
rt rebeccaodes yes yes yes patricia arquette messy ponytail reading glasses call revolution oscars,1,1,1,1,0,1,1,0,neg
rt coreythrace making use time benefit rest us thank patricia arquette oscars,0,1,0,0,0,0,0,0,pos
rt kathlanpher could love patriciaarquette want gif meryl streeps fist pump oscars,0,0,0,0,1,0,0,0,pos
rt annehelen fucking patricia love,0,0,0,0,1,0,0,0,pos
rt janegrl inc wage equality love patricia arquette oscars,0,0,0,0,2,0,0,1,pos
rt elissaschappell yayayayayayayayayayayayayayayayayayayayayayayayayayayayayyayayayayayayayayayyayayayayayayayayayayayyayayayayay patrici,0,0,0,0,0,0,0,0,neg
sandymaxey know know,0,0,0,0,0,0,0,0,neg
rt capehartj patricia arquette accepted party nomination president oscars,0,0,0,0,0,0,0,1,pos
rt rachelsklar time wage equality amp equal rights women united states america patricia,0,1,0,0,1,0,0,2,pos
rt ladypjustice time wage equality equal rights women united states america patriciaarquette oscars,0,1,0,0,1,0,0,2,pos
sharing feminist feed blowing pattyarquette love time equality,0,1,0,0,2,0,0,1,pos
rt annehelen ethan crying love,0,0,0,0,1,1,0,0,neg
rt lizzwinstead patricia arquette drop mic oscars,0,0,0,0,0,0,0,0,neg
rt sandrabernhard go patriciaargquette let revolution begin fantastic feminist rant brilliant,1,2,0,1,1,1,1,1,pos
rt estherbreger need gif meryl streep jennifer lopez cheering wage equality,0,0,0,0,2,0,0,1,pos
rt neginfarsad patricia arquette presidential nominee oscars,0,0,0,0,0,0,0,0,neg
rt dorothysnarker ok fine watch csi cyber feminist realness served lezwatchoscars oscars,0,1,0,1,0,0,0,0,neg
rt melissagira loving everything patricia right earlier talking eating bark,1,0,0,0,1,0,0,1,pos
rt karenkilgariff fuck yes patricia arquette get feet white shits,0,1,0,0,1,0,0,1,pos
wild deserved nominated best film saw year laura dern breathtaking,0,0,0,0,0,0,1,0,pos
sandymaxey wait real joke hit reality,1,1,0,0,0,0,0,1,pos
music promises kelly mcgillis take breath away ask lesbian lover making jams jellies ptown,0,1,1,0,2,2,0,1,pos
rt mattthomas bradley cooper thing people treat actual veteran,1,1,1,1,1,1,1,2,pos
emilynussbaum clue shout amazing putting gay writing team,1,1,0,0,0,0,1,1,pos
hey hired chorus oscars fb,0,0,0,0,0,0,0,0,neg
sf e bay pals want witty lesbian oscar watching company,0,0,1,0,1,1,0,0,neg
rt ianbremmer muslims link hands ring peace around jewish synagogue oslo best news europe year http co cns,0,1,0,0,1,0,0,1,pos
oh hand therapy country much packaging fb,0,0,0,0,0,0,0,0,neg
libbyformayor success supe dankalb trying deal w ongoing noise oakland tech prob anyone else suggest,0,3,0,0,2,0,1,2,pos
sethrudetsky emilynussbaum inviting morningjewshow together separate choice dm set game,0,1,0,0,1,0,1,1,pos
mallelis oh yeah bring jumpsuit back rouge cheekbones hard,0,0,0,0,0,0,0,0,neg
desertfan thank lovely company,0,1,0,0,1,1,1,1,pos
mjb sf rodbegbie would room participates includes assigning editors marytrigiani,0,0,0,0,0,0,0,0,neg
ninavizz lot variance bunch people also see see spreads spreading changes joined reality gaslit,0,0,0,0,0,0,0,0,neg
ninavizz gaslighting requires narrative conformity takes one enlightened witness cite alice miller help feel sane,0,0,0,0,0,0,0,2,pos
ninavizz quite exciting thing torn pure comic anthro takes time dive tomorrow,0,3,0,0,1,0,1,0,pos
indications winds blowing ninavizz heathr public private breaks gale wind snuff gaslighting bring,0,1,0,0,0,0,0,0,pos
ninavizz unsure feels unfair last tweets start pondering larger context around thing,1,1,2,0,0,1,1,1,neg
ninavizz talking way communicating conditions used changing w dhwa todo shows,0,0,0,0,0,0,0,0,neg
ellen pao suit v kpcb may noodle much larger w dhwa moment instructive,0,0,1,0,0,0,1,1,pos
patriarchal shmutz valley stuff relies public private split old notion authoritah cracking,0,1,0,0,0,0,0,1,pos
small w dhwa debacle gets public private shifts feminism set ground work means many pov harder control official line,0,1,0,1,0,1,0,2,pos
like katelosse technique spelling w dhwa want explore stuff making pieces possible systemic bit,0,1,0,0,0,0,0,0,pos
rt marshallk know twitter exist build really good blog search engine,0,1,0,0,1,0,1,1,pos
aminatou yeah heading interesting moment maybe condescension women deal w regular bit clearer,1,1,1,0,1,1,1,1,pos
every woman married guy fame parenting expert,0,0,0,0,0,0,0,1,pos
nice stand set little bit kurt amp mike packed house haight full v polite millenials thanks v much fb,0,0,0,0,0,0,0,0,neg
shailadewan posting coates fave writer read online every sentence meal easy read amazing,1,1,1,1,0,1,0,0,neg
narrative elegant trojan horse daring radical ideas could explode storm great city tanehisicoates,2,0,0,1,1,1,1,1,neg
stcymsn ask bonhamcentresds scholarship bdsm kink consent cc dearsarah,0,0,0,0,1,0,0,0,pos
dentists half nose numb make interesting morningjewshow fb,0,0,1,0,0,0,0,0,neg
sarahbeee interested project like include presentation pitch coaching would interested participating,0,0,2,0,0,2,0,0,neg
guy class wait martin short host ask permission take idea half wits sctv big news,0,1,0,0,0,0,0,0,pos
best part normmacdonald brilliant tweets precise storytelling great comedy lessons jeopardy sketch,0,2,0,1,1,0,0,1,pos
sure seems theres closeted weirdness yes cosby deserves kinds condemnation none anything w murphys comedy call,1,1,1,1,0,1,0,0,neg
think comic decide eddie murphy one best think know better,0,0,0,0,0,0,0,0,neg
salon etc decided comedy geniuses need tell eddie murphy comedy choices make,0,0,0,0,0,0,0,0,neg
rt niccagematch one movie ever coughed lived,0,0,0,0,0,0,0,0,neg
benjammingh tayhatmaker odd lifestyle choice need protect children,0,0,0,0,0,0,0,0,neg
heterosexuals going asked account shades grey movie,0,0,0,0,0,0,0,1,pos
jordygold cool,0,0,0,0,0,0,0,0,neg
rt katiesimpsonctv release toronto police officers charged sexual assault gang sexual assault http co f vdbuyvv,3,0,0,4,0,0,0,1,neg
rt worldstageto yes harbourfront centre theatre audience exploring set installation object lesson http c,0,2,0,0,0,0,0,1,pos
lgbt employment protection news huge thanks prof sylvia law feminism approach came hope upheld,0,1,0,0,1,0,1,2,pos
rt scottjohnson recommend reading today tweets normmacdonald nice snl behind scenes happening,0,0,0,0,0,0,0,1,pos
normmacdonald great storytelling great rhythm thank,0,0,0,0,0,0,0,0,neg
rt normmacdonald created half dozen perfect comedies work ethic remarkable taste never taking answe,0,1,0,0,2,0,1,2,pos
rt normmacdonald mike myers incredible work ethic joke ever good enough must beaten must beaten,0,1,0,0,1,0,1,1,pos
rt normmacdonald without perfect take trebek maddened outright hostility connery faraway uninterest burt,1,1,1,0,1,0,0,1,pos
normmacdonald class,0,0,0,0,0,0,0,0,neg
night good people fb,0,1,0,0,1,0,1,1,pos
rt mulegirl hey working new project need help see notable example interface copy great awful send,1,0,1,1,1,1,0,1,neg
rt ethanz incredible finding poptechworks rds women living sro hotel troy ny working tech industry,0,0,0,0,0,0,0,0,neg
rt girlziplocked woman founder sexualized vc want talk podcast dm,0,0,0,0,0,0,0,0,neg
everyone get burning man tix spent week working together feed homeless folk sf cc joyce,1,1,1,1,0,1,0,0,neg
ddukes boo,0,0,0,0,0,0,0,0,neg
rt ninavizz heathr less college wunderkind dropouts recruited mostly white male droves participate accelerator programs,0,1,0,0,1,0,0,1,pos
rt k heathr first lulz,0,0,0,0,0,0,0,0,neg
think silicon valley becoming less environment emotional maturity really curious hear fb,0,0,0,0,0,0,0,0,neg
keating mazel,0,0,0,0,0,0,0,0,neg
ayeletw tempting,0,0,0,0,0,0,0,0,neg
rt adriarichards whoa never thought see twitter survey abuse harassment online http co wnuoxfo v,1,1,1,1,0,1,0,0,neg
medialab mit joi sorry loss also hope school stars calling dustin smith partner partner companion,1,1,0,1,2,1,1,4,pos
space helmet perfect sound face staring blackness sang science fiction df fb rhps,0,1,0,2,1,1,0,1,neg
vinodsreeharsha thanks vinod,0,0,0,0,0,0,0,0,neg
kevinlferguson read,0,0,0,0,0,0,0,0,neg
go spacesuit fb,0,0,0,0,0,0,0,0,neg
joyce idea know monks st anthony know whole lot wonderful,0,0,0,0,1,0,1,1,pos
joyce imagine homelessness sf everyone home known others cared,0,0,0,0,0,0,0,0,neg
joyce would like see tech developed w question mind helping us get closer world farther,0,0,0,0,0,0,0,0,neg
joyce work backward listened rabbi talk last night actually bold believe,0,0,0,0,0,0,0,0,neg
joyce expert help spec would ideal situation everyone w adequate home food health care spec,0,0,0,0,1,0,0,2,pos
joyce thanks thought question bike ride guess way design anything b w heart imagination,0,1,0,0,0,0,1,0,pos
joyce early st anthony monks told us homeless folks sf imagine fewer,1,1,1,1,0,1,0,0,neg
kevinlferguson believe simpsons mentioned book neither came convo ani difranco,0,0,0,0,0,0,0,0,neg
rt harmonbrew hotincleveland sarahkendzior uppastryplate jenna bush today show even worse swear hire eva braun,0,1,0,1,1,1,0,3,pos
rt harmonbrew hotincleveland sarahkendzior uppastryplate pay establishment wants hear chelsea clinto,0,1,0,0,1,0,0,1,pos
rt mikevardy rt caspertek killer free app week starbucks http co bvwinrht,0,0,0,0,0,0,0,0,neg
trying come good pm dessert place cozy hotel restaurant bar sf birthday tomorrow ideas fb,0,3,0,0,2,0,2,1,pos
taped enjoyable morningjewshow convo mckenziewark encounter correspondence kathy acker,0,1,0,0,0,0,0,0,pos
apple opportunity enter market make much bigger changes existing us car makers margin,0,1,0,0,0,1,0,0,neg
lets face american car design sad bit excepting recent tesla changes,0,0,0,0,0,0,0,0,neg
could start scratch w digital experience hardware software integration advantage ease margin,0,1,0,0,0,1,0,0,neg
apple seemed like bit switzerland long could get past consent decree w apple records music,0,1,0,0,1,1,0,0,pos
apple working music existing players industry seemed conflicted making ux biz model leap,0,0,0,0,1,1,0,0,neg
apple would design car reasons ipod itunes worked precursor bit tony fadells start,0,2,0,0,0,0,0,0,pos
rt johnfugelsang vegan willing come house make feel guilty life choices,1,0,0,0,0,1,0,0,neg
heerjeet younger jews even left israel,0,0,0,0,0,0,0,0,neg
rt heerjeet like godot messiah much anticipated jewish move right something always arriving never,0,0,0,0,0,0,0,0,neg
heerjeet dreams,0,0,0,0,0,0,0,0,neg
kevinmarks yes n america,0,0,0,0,0,0,0,0,neg
ryanghinds end one really funny sad snl think heart head love,0,0,0,0,1,0,0,0,pos
trinity snl http co hanoj gnlf,0,0,0,0,0,0,0,0,neg
rt nycityalerts temp nyc single digits bryant park via maximusupinnyc http co bmruogj ep,0,0,0,0,0,0,0,0,neg
think got cocks world kathy acker fb,0,0,0,0,0,0,0,0,neg
ellenpapadakis went apparently see last rt,0,0,0,0,0,0,0,0,neg
pouring one janeane garafalo wish snl,0,0,0,0,0,0,0,0,neg
rt sarahksilverman bill cosby unconscious coupler,0,0,0,0,0,0,0,0,neg
lorne michaels last guy job years fb snl,0,0,0,0,0,0,0,0,neg
julia sweeney get moment snk,0,0,0,0,0,0,0,0,neg
rt abbey bender pic gt snl http co pcuji twml,0,0,0,0,0,0,0,0,neg
would watch show mike myers dana carvey snl,0,1,0,1,0,0,0,1,pos
think anyone comedy influenced show snl,0,0,0,0,0,0,0,1,pos
showed eddie murphy snl,0,0,0,0,0,0,0,0,neg
jane curtin far still looks like person bless snl,0,1,0,0,1,0,0,1,pos
playing kristin wiig mum californians,0,0,0,1,0,0,0,0,neg
interested another private conversation gender man year one choose talk talk otr,0,0,1,0,0,1,0,0,neg
dismissing women experience public places power common seen even happening norm,0,1,0,0,0,0,0,0,pos
morning reminded gender gap life around understand common female experience huge,0,0,0,0,0,0,0,0,neg
seen anyone feed talking jewish dude shot standing guard bat mitzvah copenhagen care bout,2,0,0,2,0,1,1,1,neg
ignore yup yup thebreakfastclub ripjohnhughes,0,0,0,0,0,0,0,0,neg
selfie sticks talking stranger apparently terrifying trusting memory experience fb,0,0,0,1,0,0,0,0,neg
mattthomas response must surprise,0,0,0,1,1,0,1,0,pos
mattthomas whoa straight people done away pubic hair awhile,0,0,0,0,0,0,0,0,neg
rt susie c wonder deep satire fits age polarized sincerity far right amp left agree amp notice make fewer jo,1,0,0,0,0,0,0,0,neg
night good people hoping last thought sleep love fb,0,2,0,0,2,0,1,1,pos
ballet documentary worth seeing give much higher marks finding vivian maier though photographs incredible fb,0,0,0,0,0,0,0,0,neg
xeni find sharing grief also part heals,0,0,0,0,0,1,0,0,neg
larrybobsf thanks larry bob,0,0,0,0,0,0,0,0,neg
mulegirl thelancearthur cannot fave enough,0,0,0,0,0,0,0,0,neg
love love love fb,0,0,0,0,3,0,0,0,pos
stealthissingul yes interview w ken wark monday book affair correspondence love acker tidbits,0,1,0,0,1,0,0,0,pos
young people ask filmmaker writer tell look water fran lebowitz fb,0,1,0,0,1,0,1,0,pos
motownmamao camille never walk away part npd picture lizzwinstead,0,0,0,0,0,0,0,0,neg
lizzwinstead cosby numbers must high given already seen could almost start wire releases,0,1,0,0,0,0,0,0,pos
stealthissingul hi ru,0,0,0,0,0,0,0,0,neg
lived alone entire life idea accomplishment lesbian fran lebowitz f,0,0,1,0,0,1,0,0,neg
ninavizz replacement announced yet,0,0,0,0,0,0,0,0,neg
entertainment biz presumed women watch identify w male protagonists reverse possible ibelieved yet fb,0,2,0,1,1,0,1,1,pos
daily show w yo males comedy central hire woman host corp presume demo move fb,0,2,0,0,1,0,0,2,pos
prepping interview mckenziewark mon short love writing affair w kathy acker acker fans pls send questions,0,0,0,0,1,0,0,0,pos
