t_id,text
1164,rt smrtgrls we are screaming at the screen because pattyarquette s speech was more incredible than we could have imagined wageequality
1165,alicetiara tomcoates victoriaastacey i disagree w you guys one great character with an unfinished script weakest lasseter backed film
1166,tiffanyshlain is it not meshugenah that it s and we don t have equal pay enough ppact pattyarquette oscars
1167,rt tiffanyshlain just cried at her speech ppact pattyarquette it is time for wage equality and equal rights for women in america
1168,rt emmaladyrose patricia arquette swooped down on the oscars like a sexism fighting vigilante
1169,rt thesamhita i don t know what was better patricia demanding equal wages for women or meryl s reaction oscars
1171,f x thank you
1172,rt bookbrats it was gifed y all http t co sfamqkwgbw
1173,big hero is a crappy unfinished movie and does not deserve this but i m sure it marketed best oscars fb
1174,rt rgay that s how you accept an oscar equal rights for women equal pay more comfortable bras
1175,rebeccaodes fuck yeah the hair a week of messy ponytails for all
1176,rt rebeccaodes yes yes yes patricia arquette with your messy ponytail and your reading glasses and your call to revolution oscars
1177,rt coreythrace making use of her time to benefit the rest of us thank you patricia arquette oscars
1178,rt kathlanpher could i love patriciaarquette any more no want the gif of meryl streeps s fist pump oscars
1179,rt annehelen fucking patricia i love you
1180,rt janegrl inc wage equality i am in love with patricia arquette oscars
1181,rt elissaschappell yayayayayayayayayayayayayayayayayayayayayayayayayayayayayyayayayayayayayayayyayayayayayayayayayayayyayayayayay patrici
1183,sandymaxey you know know
1184,rt capehartj patricia arquette has just accepted her party s nomination for president oscars
1185,rt rachelsklar it s our time to have wage equality once and for all amp equal rights for women in the united states of america patricia
1187,rt ladypjustice it s time we had wage equality and equal rights for women in the united states of america patriciaarquette oscars
1188,sharing my feminist feed blowing up pattyarquette love it s time for equality
1189,rt annehelen ethan crying i love it
1190,rt lizzwinstead patricia arquette drop the mic oscars
1191,rt sandrabernhard go for it patriciaargquette let the revolution begin fantastic feminist rant brilliant
1192,rt estherbreger need a gif of meryl streep and jennifer lopez cheering on wage equality
1193,rt neginfarsad patricia arquette presidential nominee oscars
1194,rt dorothysnarker ok fine i will watch csi cyber for all that feminist realness she just served up lezwatchoscars oscars
1195,rt melissagira loving everything about patricia right now and earlier when she was talking about eating bark too
1196,rt karenkilgariff fuck yes patricia arquette get on your feet you white shits
1199,wild deserved to be nominated it was best film i saw this year laura dern was breathtaking
1200,sandymaxey wait for real did the joke hit reality
1201,the music promises kelly mcgillis you take my breath away where is she i ask with her lesbian lover making jams jellies in ptown
1202,rt mattthomas bradley cooper has that thing now where people treat him as if he s an actual veteran
1205,emilynussbaum the clue shout out amazing putting it down to gay writing team
1206,hey they hired a chorus oscars fb
1207,any sf e bay pals want some witty lesbian oscar watching company
1210,rt ianbremmer muslims link hands in a ring of peace around jewish synagogue in oslo best news from europe all year http t co cns
1217,oh at hand therapy in this country so much packaging fb
1218,libbyformayor haven t had any success with my supe dankalb trying to deal w ongoing noise oakland tech prob anyone else you d suggest
1219,sethrudetsky emilynussbaum inviting you both on morningjewshow together or separate your choice dm me to set up if game
1220,mallelis oh yeah bring that jumpsuit back rouge those cheekbones hard
1221,desertfan thank you lovely company
1227,mjb sf rodbegbie i would do it with a room that participates and includes his assigning editors and you and marytrigiani and more
1228,ninavizz a lot of variance bunch of people who also see what you see which spreads this is spreading changes joined reality for gaslit
1229,ninavizz gaslighting requires narrative conformity all it takes is one enlightened witness cite alice miller to help you feel sane
1230,ninavizz quite an exciting thing torn between pure comic and anthro takes when i have time to dive more tomorrow
1231,indications winds are blowing ninavizz heathr so public private breaks are the gale wind to snuff out gaslighting bring it
1232,ninavizz unsure what feels unfair to you my last tweets are start of pondering larger context around this thing
1233,ninavizz i m talking about a way of communicating and conditions we re used to but that are changing and this w dhwa todo shows that
1234,ellen pao suit v kpcb may further this will noodle on it much larger than w dhwa but this moment is instructive
1235,the patriarchal shmutz in the valley in any of this stuff relies on public private split for old notion of authoritah it s cracking
1236,this small w dhwa debacle gets at public private shifts feminism set ground work for means many pov and harder to control official line
1237,i like katelosse s technique of spelling w dhwa i want to explore all the stuff making his pieces possible that is the systemic bit
1238,rt marshallk you know what i d do if twitter didn t exist build a really good blog search engine
1239,aminatou yeah we re heading into an interesting moment maybe the condescension women deal w on the regular will be a bit clearer
1240,is every other woman married to a guy with some fame a parenting expert
1241,nice to do a stand up set again been a little bit kurt amp mike have a packed house in the haight full of v polite millenials thanks v much fb
1243,shailadewan was just posting coates is my fave writer now to read online every sentence a meal so easy to read amazing
1245,narrative was the elegant trojan horse out of which the most daring and radical ideas could explode and storm a great city tanehisicoates
1246,stcymsn ask bonhamcentresds re scholarship on bdsm kink consent cc dearsarah
1247,at the dentists half my nose is numb will make for an interesting morningjewshow fb
1249,sarahbeee interested in the project if you d like to include presentation pitch coaching would be interested in participating
1252,the guy had the class to wait for martin short to host to ask permission to take the idea from half wits on sctv that s the big news to me
1253,and the best part of normmacdonald brilliant tweets is his precise storytelling and great comedy lessons re jeopardy sketch
1254,sure it seems theres closeted weirdness yes cosby deserves all kinds of condemnation none of that has anything to do w murphys s comedy call
1255,i think a comic can decide what to not do and eddie murphy is one of the best you think you know better than him
1256,salon etc have decided they re comedy geniuses who need to tell eddie murphy which comedy choices to make
1259,rt niccagematch no one in a movie has ever coughed and lived
1260,benjammingh tayhatmaker what an odd lifestyle choice we need to protect our children
1261,are heterosexuals going to be asked to account for the shades of grey movie
1263,jordygold so cool
1264,rt katiesimpsonctv release from toronto police officers charged with sexual assault gang sexual assault http t co f vdbuyvv
1268,rt worldstageto yes this is the harbourfront centre theatre audience is exploring the set installation of the object lesson http t c
1269,this lgbt employment protection news is huge and thanks to prof sylvia law and feminism where the approach came from hope it s upheld
1272,rt scottjohnson i recommend reading today s tweets from normmacdonald some nice snl behind the scenes happening
1273,normmacdonald great storytelling great rhythm thank you
1274,rt normmacdonald this is why he has created a half dozen perfect comedies work ethic remarkable taste and never taking no for an answe
1275,rt normmacdonald mike myers has an incredible work ethic and no joke is ever good enough and must be beaten must be beaten this is what
1276,rt normmacdonald without will s perfect take on trebek maddened by the outright hostility of connery the faraway uninterest of burt the
1277,normmacdonald class
1279,night good people fb
1280,rt mulegirl hey i am working on a new project and i need your help see a notable example of interface copy great or awful send to m
1283,rt ethanz incredible finding from poptechworks rds of women living in a sro hotel in troy ny were working in the tech industry
1286,rt girlziplocked if you re a woman founder and you ve been sexualized by a vc and want to talk about it on a podcast dm me
1287,what if everyone who couldn t get burning man tix spent a week working together to feed all the homeless folk in sf cc joyce
1289,ddukes boo
1292,rt ninavizz heathr less college wunderkind dropouts recruited in mostly white male droves to participate in accelerator programs in
1293,rt k heathr first lulz
1294,do you think silicon valley is becoming more or less an environment for emotional maturity why i m really curious to hear fb
1297,keating mazel
1298,ayeletw tempting
1299,rt adriarichards whoa never thought i d see this from twitter a survey about abuse and harassment online http t co wnuoxfo v
1301,medialab mit joi i m so sorry for your loss i also hope the school stars calling dustin smith s partner his partner companion
1302,so in your space helmet there is perfect sound and your face staring at you from the blackness so i sang science fiction df fb rhps
1303,vinodsreeharsha thanks vinod
1305,kevinlferguson you ve read it
1306,i have to go out on a spacesuit now fb
1307,joyce just an idea i know the monks at st anthony s know a whole lot more about this they re wonderful
1308,joyce imagine no homelessness in sf how can everyone be home how can we all be known be others and cared for
1309,joyce and i would like to see tech developed w the question in mind is it helping us get closer to that world or farther
1310,joyce work backward from there listened to rabbi talk about this last night actually what is more bold than to believe it
1311,joyce and expert help spec out what would the ideal situation be everyone w adequate home food health care spec it out
1312,joyce thanks thought about your question on my bike ride i guess the same way you d design anything b w more heart and imagination
1313,joyce early s st anthony monks told us homeless folks in sf can t imagine there s fewer now
1315,kevinlferguson i believe the simpsons are mentioned in the book but neither came up in our convo just ani difranco
1321,rt harmonbrew hotincleveland sarahkendzior uppastryplate and jenna bush on today show even worse i swear they d hire eva braun if s
1322,rt harmonbrew hotincleveland sarahkendzior uppastryplate its not the pay its who the establishment wants to hear from chelsea clinto
1324,rt mikevardy rt caspertek killer free app of the week from starbucks http t co bvwinrht
1325,trying to come up with a good pm dessert place or cozy hotel restaurant or bar in sf for my birthday tomorrow ideas fb
1327,just taped a very enjoyable morningjewshow convo with mckenziewark about i m very into you his encounter correspondence with kathy acker
1328,so apple has opportunity to enter market make much bigger changes than existing us car makers and margin
1329,and lets face it american car design has been so sad for a bit excepting recent tesla changes
1330,so it could start from scratch w a digital experience have the hardware software integration as advantage for ease and margin
1331,apple seemed like a bit of a switzerland to me then as long as it could get past it s consent decree w apple records re music
1332,i was at apple working on music before all the existing players in the industry seemed conflicted out of making the ux biz model leap
1333,apple would design a car for the same reasons it did the ipod itunes i worked on that precursor a bit at tony fadells start up and
1335,rt johnfugelsang i m not vegan but i am willing to come to your house and make you feel guilty about your life choices
1337,heerjeet and younger jews are even more left on israel
1338,rt heerjeet like godot or the messiah himself the much anticipated jewish move to the right is something always arriving but never s
1339,heerjeet only in their dreams
1341,kevinmarks yes in n america
1342,ryanghinds she is just the end and the only one who really did funny sad on snl i can think of and heart over head which i love
1343,the trinity snl http t co hanoj gnlf
1344,rt nycityalerts temp in nyc down into the single digits bryant park via maximusupinnyc http t co bmruogj ep
1345,don t think you ve got the only cocks in the world kathy acker fb
1348,ellenpapadakis she went apparently see my last rt
1350,pouring one out for janeane garafalo wish they d had her on snl
1351,rt sarahksilverman bill cosby is an unconscious coupler
1352,lorne michaels the last guy to have the same job for years fb snl
1353,did julia sweeney get a moment snk
1354,rt abbey bender this pic gt snl http t co pcuji twml
1355,i would watch a show of just mike myers and dana carvey now snl
1356,i don t think anyone who does comedy now hasn t been influenced by this show snl
1358,he showed up eddie murphy snl
1360,jane curtin with a far that still looks like a person bless her snl
1361,who was playing kristin wiig s mum in the californians
1362,i m not interested in having another private conversation about gender with a man this year not one if i choose to talk we talk otr
1363,dismissing women s experience in public places of power is so common that it s not seen as even happening it s a norm
1364,this morning reminded me that the gender gap in my life around who can understand a common female experience is huge
1365,haven t seen anyone in my feed talking about the jewish dude shot for standing guard at a bat mitzvah in copenhagen do y all care bout it
1367,what do they do to you they ignore me yup yup thebreakfastclub ripjohnhughes
1368,selfie sticks because talking to a stranger is apparently more terrifying than not trusting your memory of an experience fb
1371,mattthomas if there s that response it must be a surprise
1372,mattthomas whoa have straight people done away with pubic hair for awhile
1375,rt susie c i wonder where deep satire fits in an age of polarized sincerity far right amp left agree more amp more i notice i make fewer jo
1377,night good people hoping the last thought before you sleep is of love fb
1380,ballet is a documentary worth seeing i give it much higher marks that finding vivian maier though her photographs are incredible fb
1382,xeni i find sharing grief to also be part of what heals
1383,larrybobsf thanks larry bob
1384,mulegirl thelancearthur cannot fave that enough
1385,love love love to you all fb
1389,stealthissingul yes i m doing an interview w ken wark monday about the book of their affair correspondence love all acker tidbits and s
1391,young people ask me should i be a filmmaker should i be a writer and i tell them if i were you i d look for water fran lebowitz fb
1392,motownmamao camille will never walk away she s part of the npd picture lizzwinstead
1393,lizzwinstead cosby s numbers must be so high given what we ve already seen that you could almost start a wire just for this releases
1394,stealthissingul hi ru
1395,i have lived alone my entire life you have no idea what an accomplishment that is for a lesbian fran lebowitz f
1397,ninavizz no replacement announced yet
1398,the entertainment biz has presumed women will watch identify w male protagonists reverse is possible too but ibelieved yet by fb
1399,the daily show is w yo males for comedy central to hire a woman host corp has to presume that demo won t move fb
1400,prepping to interview mckenziewark on mon about his short love writing affair w kathy acker acker fans pls send questions
1402,tiffanyshlain i use password from agile works well
1403,rt wadhwa at no point did i demand podcast to be taken down or engage in any legal action i only asked for it to be reinstated with a co
1404,berkun bingo almost everything in the industry is changing the world less than it would like to can afford to admit
1405,lenovo should care about hiring an ambassador for sexism in tech unless that s it s goal in marketing milashtonfan
1408,milashtonfan it certainly presumes who is supposed to be in the audience and who isn t as many tech co s do lenovo
1409,dearsarah truth is a defense wadhwa
1414,nothing has pushed me to have to block people as much as doing a podcast on jewish stuff all we ask are no death or violence wishes fb
1416,the idea that there would be a spokesperson for all jews seems incredibly goyishe to me prepping the next morningjewshow fb
1417,only thing making up for the impossibility of writing anything this funny is how funny it is check my last tweet s links lgbt
1419,rt bijancbayne jbouie tanehisicoates when o reilly or giuliani say blacks never discuss social ills or accountability i know they re
1425,ameliagreenhall and i think it s also a failure laziness of media and events as to do the work to really examine the issues beyond
1426,also right now wadhwa is doing pieces on how the tech industry is fixing it s diversity problem but not much meaningful reporting
1427,ameliagreenhall but wish they d have also covered why and how large publications and media and conferences are going to him as an expert
1429,rt dearsarah so npr amp tldr caved to wadhwa s childish threats amp are now helping him silence women who ve asked for years that he stop
1432,night good people fb
1433,rt benjaminnorton s gathered for a vigil tonight in chapel hill to honor the muslim americans who were killed chapelhillshooting h
1434,weezus also she spent her high holiday sermon laying out why the attacks on gaza were not only purely wrong but unjewish
1435,weezus she seems to really mean what she say she doesn t condescend she s incredibly smart and inclusive she is willing
1436,my rabbi is awesome a sentence i never thought i d write
1439,so succinct oh the corporate works enables and rewards mental illness fb
1440,rt neb wait facebook graph search is frikken gone you re slurping up all of my info structuring it and not giving it back to me
1441,sure we all misremember but we don t all work with journalists and fact checkers paid to pay attention to what we say brianwilliams
1442,alexismadrigal i m interested in knowing more subvert at subvert etc
1443,cameronesposito pesticide ridden and might use again
1444,arsetechnica it would stop being funny after seconds
1445,anyone upset about uma thurman s face change has to write produce a script about a middle aged woman fb
1446,rt ihatejoelkim not personally ready for a gay president yet mostly because i m not prepared to get asked if i know him by every membe
1447,rt cameronesposito can t believe i wasted my high school boobs on men
1448,if you want to listen to a regular political comedy show hosted by women subscribe to morningjewshow which i host w kthalps
1449,rt ruthannharnisch morningjewshow thedailyshow so nu why not you
1450,if morningjewshow isn t jon stewart s replacement my next choice is margaretcho who would be awesome fb
1452,marikotamaki xo dirtbagg
1453,rt morningjewshow we have some bat mitzvahs but we re willing to discuss the possibility thedailyshow cc ruthannharnisch
1454,while we try to determine who speaks for the jews during morningjewshow taping jon stewart announces his dailyshow retirement coincidence
1455,working on the next morningjewshow guys and the shandehs are bumming me out so much we need a recent mensch any good jews out there
1456,mattbors i m a solo performer and comic and i love the way this illustrated storytelling approach gives journalism more power thanks
1458,susanorlean does one not need a bmi or sesac license for sec planning an upcoming morningjewshow
1459,ken goldberg the response to uma thurman s new looks seems pretty uncanny valleyish to me do you think it applies here
1462,rt thejeffdavidson morningjewshow heathr as a jew i speak for myself no one person can possibly speak for all jews but i ll happily l
1463,susanorlean do you know what you needed to do to make sure you had rights cleared for music in your podcast
1464,rt morningjewshow netanyahu has decided he is going to speak as a representative of the entire jewish people who does speak for you
1465,best broadcast interviewer i know kristatippet check out on being beingtweets podcast
1471,nje that s about our distance from fentons i love that place swell and it deserves that word
1474,i never imagined pizza would mean so much more to me in my s fb
1475,toddlers in a circle each taking a turn in the middle grooving to we are family this is a very special song cooldaycare fb
1476,night good people fb
1478,rt zefrank as if an individual can comprehend this network when each node is something as complex as you
1479,rt ditzkoff if she thought she could get something at a waffle house in secaucus she would be there melissa rivers accepts grammy for
1480,rt jenperos joan rivers has been awarded a posthumous grammy for best spoken word album for diary of a mad diva watchwithus
1481,tanehisicoates or less prone to projecting the cause of our own emotional pain onto someone with less power to try to feel better
1482,ellenpapadakis thanks ellen it s actually cool interesting to see as i work on the next show i just wish i still had the videos
1487,oh the only brave thing i want to hear a white man say is i m wrong fb
1489,sadydoyle and a primary question of business of everything is does it have value beyond marketing as manipulation
1490,rt sadydoyle the primary question of culture crit in the next years will be whether there s value in journalism that isn t also mark
1493,escapist good health to you sending good vibes tell us hat day and we can all send worked during mine
1496,owenthomas then i m sure they ll be delighted with me as the next host or we can cook up a new one
1497,owenthomas you re selling me out for fey
1498,i got gay divorced on long island my heart goes out to rosie
1499,i had a wonderful and rare experience today a kind stranger helped me and stayed with me and called others until i did not need more help
1503,if our downstairs neighbour has to choose between helping us in a fire the game we have confirmed his decision fb
1504,rt jsmooth fyi my facebook account was shut down today because jay smooth the only name i ve used publicly for years is not my
1507,veen congrats trueventures
1508,ianrhett listening to you on youtube and it s just filling my heart god i love your voice
1515,ayadeleon congratulations
1516,sign of the times the medical office yesterday in their long generic questionnaire asked if you had either female or male genital surgery
